product,product_type,product_volume,product_price_per_unit,product_price,product_unit,product_category,product_subcategory,product_url,product_code,collected_timestamp
"Aceite de oliva 0,4º Hacendado",Garrafa,5 L,"| 4,726 €/L",23.63,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4241/aceite-oliva-04o-hacendado-garrafa,4241,2023-03-09 20:47:58.491387
"Aceite de oliva 0,4º Hacendado",Botella,1 L,"| 4,77 €/L",4.77,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4240/aceite-oliva-04o-hacendado-botella,4240,2023-03-09 20:47:59.149612
Aceite de oliva virgen extra Hacendado,Garrafa,3 L,"| 5,584 €/L",16.75,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4717/aceite-oliva-virgen-extra-hacendado-garrafa,4717,2023-03-09 20:47:59.687822
Aceite de oliva virgen extra Hacendado,Botella,1 L,"| 5,63 €/L",5.63,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4740/aceite-oliva-virgen-extra-hacendado-botella,4740,2023-03-09 20:48:00.227091
Aceite de oliva virgen extra Hacendado Gran Selección,Botella,750 ml,"| 6,814 €/L",5.11,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4706/aceite-oliva-virgen-extra-hacendado-gran-seleccion-botella,4706,2023-03-09 20:48:00.786828
Aceite de oliva 1º Hacendado,Garrafa,5 L,"| 4,726 €/L",23.63,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4641/aceite-oliva-1o-hacendado-garrafa,4641,2023-03-09 20:48:01.360184
Aceite de oliva 1º Hacendado,Botella,1 L,"| 4,77 €/L",4.77,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4640/aceite-oliva-1o-hacendado-botella,4640,2023-03-09 20:48:02.047555
Aceite de oliva virgen Hacendado,Garrafa,3 L,"| 5,06 €/L",15.18,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4711/aceite-oliva-virgen-hacendado-garrafa,4711,2023-03-09 20:48:02.646478
Aceite de oliva virgen Hacendado,Botella,1 L,"| 5,20 €/L",5.2,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4749/aceite-oliva-virgen-hacendado-botella,4749,2023-03-09 20:48:03.261562
Aceite de oliva virgen extra Hacendado,Spray,200 ml,"| 11,70 €/L",2.34,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4718/aceite-oliva-virgen-extra-hacendado-spray,4718,2023-03-09 20:48:03.820988
Aceite de oliva virgen extra Picual Casa Juncal,Botella,500 ml,"| 9,36 €/L",4.68,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4850/aceite-oliva-virgen-extra-picual-casa-juncal-botella,4850,2023-03-09 20:48:04.430901
"Aceite de girasol refinado 0,2º Hacendado",Garrafa,5 L,"| 1,79 €/L",8.95,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4047/aceite-girasol-refinado-02o-hacendado-garrafa,4047,2023-03-09 20:48:04.992948
"Aceite de girasol refinado 0,2º Hacendado",Botella,1 L,"| 1,95 €/L",1.95,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4046/aceite-girasol-refinado-02o-hacendado-botella,4046,2023-03-09 20:48:05.562513
Aceite de coco virgen Hacendado,Bote,450 ml,"| 10,00 €/L",4.5,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4193/aceite-coco-virgen-hacendado-bote,4193,2023-03-09 20:48:06.163693
Vinagre de vino blanco Hacendado,Botella,1 L,"| 0,65 €/L",0.65,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4940/vinagre-vino-blanco-hacendado-botella,4940,2023-03-09 20:48:06.732481
Vinagre balsámico de Módena Hacendado,Botella,250 ml,"| 5,20 €/L",1.3,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4954/vinagre-balsamico-modena-hacendado-botella,4954,2023-03-09 20:48:07.293687
Vinagre de manzana Hacendado,Botella,1 L,"| 0,82 €/L",0.82,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4957/vinagre-manzana-hacendado-botella,4957,2023-03-09 20:48:07.958075
Limón exprimido Hacendado,Botella,280 ml,"| 3,393 €/L",0.95,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4903/limon-exprimido-hacendado-botella,4903,2023-03-09 20:48:08.590422
Crema de vinagre balsámico de Módena Hacendado,Botella,250 g,"| 7,20 €/kg",1.8,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4908/crema-vinagre-balsamico-modena-hacendado-botella,4908,2023-03-09 20:48:09.213470
Vinagre de Jerez reserva Hacendado,Botella,250 ml,"| 7,20 €/L",1.8,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/13609/vinagre-jerez-reserva-hacendado-botella,13609,2023-03-09 20:48:09.863060
Bebida aromatizada a base de vino para cocinar Abuela Carola,Botella,750 ml,"| 3,00 €/L",2.25,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/66905/bebida-aromatizada-base-vino-cocinar-abuela-carola-botella,66905,2023-03-09 20:48:10.481105
Vinagre de vino tinto Hacendado,Botella,1 L,"| 0,95 €/L",0.95,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/15843/vinagre-vino-tinto-hacendado-botella,15843,2023-03-09 20:48:11.086622
Reducción de vinagre Pedro Ximénez Hacendado,Botella,300 g,"| 7,50 €/kg",2.25,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4905/reduccion-vinagre-pedro-ximenez-hacendado-botella,4905,2023-03-09 20:48:11.711018
"Aceite de oliva, vinagre y sal Merry 5 monodosis 10 ml aceite de oliva virgen extra, 5 monodosis 10 ml vinagre de jerez y 5 monodosis 1 gr sal",15 monodosis x 10 ml,"| 20,00 €/L",Not available,2.0,/pack,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4962/aceite-oliva-vinagre-sal-merry-5-monodosis-10-ml-aceite-oliva-virgen-extra-5-monodosis-10-ml-vinagre-jerez-5-monodosis-1-gr-sal-paquete,4962,2023-03-09 20:48:12.360334
Crema de vinagre balsámico de manzana Hacendado,Botella,250 g,"| 10,80 €/kg",2.7,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/4965/crema-vinagre-balsamico-manzana-hacendado-botella,4965,2023-03-09 20:48:12.981682
Aliño viandox Knorr,Botella,160 ml,"| 15,25 €/L",3.05,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/7104/alino-viandox-knorr-botella,7104,2023-03-09 20:48:13.596037
Sal fina Hacendado,Paquete,1 kg,"| 0,30 €/kg",0.3,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/19731/sal-fina-hacendado-paquete,19731,2023-03-09 20:48:14.162384
Sal fina de mesa Hacendado,Bote,250 g,"| 2,00 €/kg",0.5,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/19715/sal-fina-mesa-hacendado-bote,19715,2023-03-09 20:48:14.790142
Sal yodada fina Hacendado,Paquete,1 kg,"| 0,30 €/kg",0.3,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/19732/sal-yodada-fina-hacendado-paquete,19732,2023-03-09 20:48:15.373063
Sal gruesa Hacendado,Paquete,1 kg,"| 0,30 €/kg",0.3,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/19733/sal-gruesa-hacendado-paquete,19733,2023-03-09 20:48:15.947040
Bicarbonato sódico Hacendado,Paquete,1 kg,"| 1,50 €/kg",1.5,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/29007/bicarbonato-sodico-hacendado-paquete,29007,2023-03-09 20:48:16.579742
Bicarbonato sódico Hacendado,Bote,300 g,"| 3,667 €/kg",1.1,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/29006/bicarbonato-sodico-hacendado-bote,29006,2023-03-09 20:48:17.221238
Sal marina en escamas Polasal,Bote,125 g,"| 15,60 €/kg",1.95,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/19740/sal-marina-escamas-polasal-bote,19740,2023-03-09 20:48:17.850595
Sal gruesa para hornear Hacendado,Paquete,2 kg,"| 0,475 €/kg",0.95,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/19734/sal-gruesa-hornear-hacendado-paquete,19734,2023-03-09 20:48:18.477890
Sal de ajo Hacendado,Bote,130 g,"| 13,462 €/kg",1.75,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/34130/sal-ajo-hacendado-bote,34130,2023-03-09 20:48:19.114116
Sal de frutas sabor limón Hacendado,Bote,250 g,"| 8,00 €/kg",2.0,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/29016/sal-frutas-sabor-limon-hacendado-bote,29016,2023-03-09 20:48:19.747520
Sal 60% menos de sodio Hacendado,Bote,250 g,"| 8,40 €/kg",2.1,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/19713/sal-60-menos-sodio-hacendado-bote,19713,2023-03-09 20:48:20.383843
Preparado para salmón ahumado Hacendado,Bote,750 g,"| 4,40 €/kg",3.3,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/19726/preparado-salmon-ahumado-hacendado-bote,19726,2023-03-09 20:48:21.015270
Sal rosa del Himalaya Hacendado,Bote,250 g,"| 7,20 €/kg",1.8,/ud.,"Aceite, especias y salsas >","Aceite, vinagre y sal",https://tienda.mercadona.es/product/19701/sal-rosa-himalaya-hacendado-bote,19701,2023-03-09 20:48:21.648340
Mayonesa Hacendado,Tarro,500 ml,"| 2,70 €/L",1.35,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/13406/mayonesa-hacendado-tarro,13406,2023-03-09 21:02:04.369876
Mayonesa Hacendado,Tarro,225 ml,"| 4,445 €/L",1.0,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/13408/mayonesa-hacendado-tarro,13408,2023-03-09 21:02:05.039819
Mayonesa Hacendado,Bote,460 ml,"| 3,131 €/L",1.44,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/13407/mayonesa-hacendado-bote,13407,2023-03-09 21:02:05.540093
Mayonesa Hellmann's,Tarro,475 ml,"| 7,264 €/L",3.45,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17092/mayonesa-hellmanns-tarro,17092,2023-03-09 21:02:06.036417
Mayonesa Hellmann's,Tarro,225 ml,"| 8,667 €/L",1.95,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17052/mayonesa-hellmanns-tarro,17052,2023-03-09 21:02:06.602349
Salsa ligera Ligeresa,Tarro,450 ml,"| 6,334 €/L",2.85,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/67836/salsa-ligera-ligeresa-tarro,67836,2023-03-09 21:02:07.184882
Salsa ligera Ligeresa,Tarro,225 ml,"| 7,334 €/L",1.65,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17010/salsa-ligera-ligeresa-tarro,17010,2023-03-09 21:02:07.742651
Salsa ligera Ligeresa,Bote,430 ml,"| 6,163 €/L",2.65,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17039/salsa-ligera-ligeresa-bote,17039,2023-03-09 21:02:08.395298
Mayonesa Ybarra,Bote,500 ml,"| 4,50 €/L",2.25,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17038/mayonesa-ybarra-bote,17038,2023-03-09 21:02:08.986583
Salsa fina Kraft,Tarro,425 ml,"| 4,706 €/L",2.0,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/35361/salsa-fina-kraft-tarro,35361,2023-03-09 21:02:09.562557
Mayonesa Musa,Tarro,540 ml,"| 4,167 €/L",2.25,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17166/mayonesa-musa-tarro,17166,2023-03-09 21:02:10.134367
Salsa ligera Hacendado 60% menos de materia grasa,Tarro,500 ml,"| 2,70 €/L",1.35,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/15793/salsa-ligera-hacendado-60-menos-materia-grasa-tarro,15793,2023-03-09 21:02:10.701931
Salsa ligera Hacendado 60% menos de materia grasa,Bote,460 ml,"| 3,261 €/L",1.5,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/15794/salsa-ligera-hacendado-60-menos-materia-grasa-bote,15794,2023-03-09 21:02:11.292725
Mayonesa en sobres individuales Hellmann's,Caja,15 sobres (150 ml),"| 13,00 €/L",1.95,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/35209/mayonesa-sobres-individuales-hellmanns-caja,35209,2023-03-09 21:02:11.874876
Ketchup Hacendado,Bote,600 g,"| 2,167 €/kg",1.3,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/23579/ketchup-hacendado-bote,23579,2023-03-09 21:02:12.455400
Ketchup Hacendado en sobres individuales,Paquete,12 sobres (240 g),"| 5,834 €/kg",1.4,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/67586/ketchup-hacendado-sobres-individuales-paquete,67586,2023-03-09 21:02:13.025770
Ketchup Heinz,Bote,570 g,"| 6,141 €/kg",3.5,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17438/ketchup-heinz-bote,17438,2023-03-09 21:02:13.538501
Ketchup zero azúcares añadidos Hacendado,Bote,600 g,"| 2,667 €/kg",1.6,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/35343/ketchup-zero-azucares-anadidos-hacendado-bote,35343,2023-03-09 21:02:14.105497
Mostaza dulce Hacendado,Bote,300 g,"| 4,667 €/L",1.4,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/35207/mostaza-dulce-hacendado-bote,35207,2023-03-09 21:02:14.674431
Mostaza a la antigua Hacendado,Tarro,200 g,"| 7,50 €/kg",1.5,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17229/mostaza-antigua-hacendado-tarro,17229,2023-03-09 21:02:15.258326
Mostaza de Dijon Hacendado,Tarro,200 g,"| 5,75 €/kg",1.15,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17228/mostaza-dijon-hacendado-tarro,17228,2023-03-09 21:02:15.825888
Mostaza clásica Hacendado,Bote,388 g,"| 3,222 €/kg",1.25,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/23410/mostaza-clasica-hacendado-bote,23410,2023-03-09 21:02:16.349015
Allioli Chovi,Tarrina,180 ml,"| 7,50 €/L",1.35,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17150/allioli-chovi-tarrina,17150,2023-03-09 21:02:16.929828
Allioli Hacendado,Tarrina,200 ml,"| 5,50 €/L",1.1,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17172/allioli-hacendado-tarrina,17172,2023-03-09 21:02:17.512859
Allioli en sobres individuales Hacendado,Paquete,8 sobres (160 ml),"| 9,375 €/L",1.5,/ud.,"Aceite, especias y salsas >","Mayonesa, ketchup y mostaza",https://tienda.mercadona.es/product/17173/allioli-sobres-individuales-hacendado-paquete,17173,2023-03-09 21:02:18.088279
Tomate frito Hacendado,3 bricks x 400 g,"| 1,209 €/kg",Not available,1.45,/pack,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17132/tomate-frito-hacendado-pack-3,17132,2023-03-09 21:10:50.244584
Tomate frito Hacendado,3 mini bricks x 210 g,"| 1,747 €/kg",Not available,1.1,/pack,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17151/tomate-frito-hacendado-pack-3,17151,2023-03-09 21:10:50.895261
Tomate frito Hacendado,Tarro,560 g,"| 1,786 €/kg",1.0,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17108/tomate-frito-hacendado-tarro,17108,2023-03-09 21:10:51.421813
Tomate frito receta artesana Hacendado con aceite de oliva,Tarro,560 g,"| 3,84 €/kg",2.15,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17163/tomate-frito-receta-artesana-hacendado-con-aceite-oliva-tarro,17163,2023-03-09 21:10:52.005229
Tomate frito receta artesana Hacendado con aceite de oliva,Tarro,300 g,"| 5,334 €/kg",1.6,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17131/tomate-frito-receta-artesana-hacendado-con-aceite-oliva-tarro,17131,2023-03-09 21:10:52.558931
Tomate frito estilo casero Hacendado con aceite de oliva,Brick,380 g,"| 3,158 €/kg",1.2,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17153/tomate-frito-estilo-casero-hacendado-con-aceite-oliva-brick,17153,2023-03-09 21:10:53.121402
Tomate frito Hacendado con aceite de oliva,3 mini bricks x 210 g,"| 1,905 €/kg",Not available,1.2,/pack,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17128/tomate-frito-hacendado-con-aceite-oliva-pack-3,17128,2023-03-09 21:10:53.644300
Tomate frito sin azúcares añadidos Hacendado,Tarro,560 g,"| 2,143 €/kg",1.2,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17330/tomate-frito-sin-azucares-anadidos-hacendado-tarro,17330,2023-03-09 21:10:54.248809
Tomate frito con cebolla Hacendado con aceite de oliva,Brick,380 g,"| 3,553 €/kg",1.35,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17154/tomate-frito-con-cebolla-hacendado-con-aceite-oliva-brick,17154,2023-03-09 21:10:54.856139
Salsa barbacoa Hacendado,Bote,350 g,"| 3,286 €/kg",1.15,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17346/salsa-barbacoa-hacendado-bote,17346,2023-03-09 21:10:55.441786
Salsa pimienta verde Hacendado,Sobre,50 g,"| 25,00 €/kg",1.25,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17502/salsa-pimienta-verde-hacendado,17502,2023-03-09 21:10:56.058234
Salsa burger Hacendado,Bote,250 ml,"| 5,40 €/L",1.35,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17347/salsa-burger-hacendado-bote,17347,2023-03-09 21:10:56.660070
Salsa barbacoa dulce y picante Hacendado,Botella,250 ml,"| 6,40 €/L",1.6,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17373/salsa-barbacoa-dulce-picante-hacendado-botella,17373,2023-03-09 21:10:57.263457
Salsa estilo argentino Hacendado,Tarro,285 g,"| 5,615 €/kg",1.6,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17081/salsa-estilo-argentino-hacendado-tarro,17081,2023-03-09 21:10:57.856371
Salsa Piri Piri Hacendado,Botella,195 ml,"| 5,129 €/L",1.0,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17396/salsa-piri-piri-hacendado-botella,17396,2023-03-09 21:10:58.534466
Salsa boloñesa Hacendado,Tarro,300 g,"| 4,00 €/kg",1.2,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17169/salsa-bolonesa-hacendado-tarro,17169,2023-03-09 21:10:59.137650
"Salsa de tomate, albahaca y orégano Hacendado",Tarro,300 g,"| 4,00 €/kg",1.2,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17283/salsa-tomate-albahaca-oregano-hacendado-tarro,17283,2023-03-09 21:10:59.763018
Salsa fresca Trufa Hacendado,Paquete,140 g,"| 10,358 €/kg",1.45,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17410/salsa-fresca-trufa-hacendado-paquete,17410,2023-03-09 21:11:00.455359
Salsa fresca Queso Hacendado,Paquete,180 g,"| 8,056 €/kg",1.45,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17409/salsa-fresca-queso-hacendado-paquete,17409,2023-03-09 21:11:01.050884
Salsa fresca Pesto Hacendado,Paquete,150 g,"| 10,00 €/kg",1.5,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17419/salsa-fresca-pesto-hacendado-paquete,17419,2023-03-09 21:11:01.602234
Salsa fresca Setas Bendita,Paquete,180 g,"| 8,889 €/kg",1.6,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/35184/salsa-fresca-setas-bendita-paquete,35184,2023-03-09 21:11:02.174560
Salsa fresca Carbonara Bendita,Paquete,200 g,"| 8,00 €/kg",1.6,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/35183/salsa-fresca-carbonara-bendita-paquete,35183,2023-03-09 21:11:02.766227
Salsa de soja Hacendado,Botella,250 ml,"| 5,80 €/L",1.45,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17360/salsa-soja-hacendado-botella,17360,2023-03-09 21:11:03.351658
Salsa teriyaki Hacendado,Botella,250 ml,"| 6,60 €/L",1.65,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17362/salsa-teriyaki-hacendado-botella,17362,2023-03-09 21:11:03.955392
Salsa de soja dulce Hacendado,Botella,250 ml,"| 6,60 €/L",1.65,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17361/salsa-soja-dulce-hacendado-botella,17361,2023-03-09 21:11:04.558065
Salsa agridulce Salsas Asturianas,Bote,340 g,"| 5,00 €/kg",1.7,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/22721/salsa-agridulce-salsas-asturianas-bote,22721,2023-03-09 21:11:05.205945
Salsa thai chili dulce J-Lek,Botella,250 ml,"| 6,60 €/L",1.65,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/22613/salsa-thai-chili-dulce-j-lek-botella,22613,2023-03-09 21:11:05.817534
Salsa de soja sin gluten Hacendado,Botella,250 ml,"| 10,00 €/L",2.5,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17382/salsa-soja-sin-gluten-hacendado-botella,17382,2023-03-09 21:11:06.432707
Guacamole Hacendado 95% aguacate fresco,Tarrina,500 g,"| 7,00 €/kg",3.5,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/3840/guacamole-hacendado-95-aguacate-fresco-tarrina,3840,2023-03-09 21:11:06.997189
Guacamole Hacendado 95% aguacate fresco,Tarrina,200 g,"| 8,75 €/kg",1.75,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/3852/guacamole-hacendado-95-aguacate-fresco-tarrina,3852,2023-03-09 21:11:07.560199
Salsa yogur Hacendado,Bote,310 ml,"| 4,517 €/L",1.4,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17327/salsa-yogur-hacendado-bote,17327,2023-03-09 21:11:08.194514
Salsa mexicana Hacendado,Tarro,300 g,"| 4,167 €/kg",1.25,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/16827/salsa-mexicana-hacendado-tarro,16827,2023-03-09 21:11:08.931640
Salsa ranchera Hacendado,Bote,250 ml,"| 5,40 €/L",1.35,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17386/salsa-ranchera-hacendado-bote,17386,2023-03-09 21:11:09.549390
Salsa césar Hacendado,Bote,310 ml,"| 4,517 €/L",1.4,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17366/salsa-cesar-hacendado-bote,17366,2023-03-09 21:11:10.204238
"Aliño de aceite, ajo y perejil Hacendado",Tarrina,150 ml,"| 10,00 €/L",1.5,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17265/alino-aceite-ajo-perejil-hacendado-tarrina,17265,2023-03-09 21:11:10.843258
Salsa miel y mostaza Hacendado,Bote,300 ml,"| 4,50 €/L",1.35,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17263/salsa-miel-mostaza-hacendado-bote,17263,2023-03-09 21:11:11.494443
Salsa de trufas,Bote,80 g,"| 38,75 €/kg",3.1,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17259/salsa-trufas-bote,17259,2023-03-09 21:11:12.117406
Salsa gajos rústica Hacendado,Bote,250 ml,"| 5,40 €/L",1.35,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/17348/salsa-gajos-rustica-hacendado-bote,17348,2023-03-09 21:11:12.740709
Salsa de queso Hacendado,Tarro,280 ml,"| 6,25 €/L",1.75,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/35344/salsa-queso-hacendado-tarro,35344,2023-03-09 21:11:13.295164
Chili con carne Hacendado,Bote,420 g,"| 6,191 €/kg",2.6,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/23137/chili-con-carne-hacendado-bote,23137,2023-03-09 21:11:14.002192
Salsa bechamel Knorr,Brick,500 ml,"| 4,50 €/L",2.25,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/86713/salsa-bechamel-knorr-brick,86713,2023-03-09 21:11:14.653366
Extracto original de buey Bovril,Tarro,125 g,"| 24,00 €/kg",3.0,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/7307/extracto-original-buey-bovril-tarro,7307,2023-03-09 21:11:15.322190
Salsa cocktail Hacendado,Bote,460 ml,"| 3,261 €/L",1.5,/ud.,"Aceite, especias y salsas >",Otras salsas,https://tienda.mercadona.es/product/23072/salsa-cocktail-hacendado-bote,23072,2023-03-09 21:11:15.936410
